10 3.97631e-07
1010 4.69606e-05
2010 9.22347e-05
3010 0.000104214
4010 0.000190862
5010 0.000200728
6010 0.000288415
7010 0.000296611
8010 0.000334006
9010 0.000346036
10010 0.000435042
11010 0.000486816
12010 0.0004974
13010 0.000548005
14010 0.000593024
15010 0.000520105
16010 0.000719993
17010 0.000568106
18010 0.000475231
19010 0.000776886
20010 0.000898771
21010 0.000663971
22010 0.000837552
23010 0.00082225
24010 0.000772965
25010 0.000791941
26010 0.000977216
27010 0.00107264
28010 0.00119009
29010 0.000874271
30010 0.000998053
31010 0.000751397
32010 0.00115983
33010 0.000798933
34010 0.00128014
35010 0.000799707
36010 0.000607464
37010 0.00052713
38010 0.00060502
39010 0.00157771
40010 0.00151281
41010 0.00174195
42010 0.00145564
43010 0.00147169
44010 0.00115681
45010 0.00172256
46010 0.00160106
47010 0.00182748
48010 0.00164304
49010 0.00175641
50010 0.00175163
51010 0.00189623
52010 0.00168875
53010 0.00194988
54010 0.00212496
55010 0.00220728
56010 0.00232049
57010 0.00226164
58010 0.00225345
59010 0.00241871
60010 0.00222467
61010 0.00239835
62010 0.0024973
63010 0.00253778
64010 0.00239603
65010 0.00253788
66010 0.00264448
67010 0.00257464
68010 0.00264131
69010 0.002357
70010 0.00278102
71010 0.00306954
72010 0.00274625
73010 0.00252752
74010 0.00320543
75010 0.00280649
76010 0.00310892
77010 0.00293858
78010 0.00328189
79010 0.00334207
80010 0.00298367
81010 0.00311655
82010 0.00319514
83010 0.0037922
84010 0.00344803
85010 0.00337394
86010 0.00353487
87010 0.00333948
88010 0.00299977
89010 0.00328209
90010 0.00372438
91010 0.00368763
92010 0.00317478
93010 0.00341659
94010 0.0040247
95010 0.00349587
96010 0.003783
97010 0.00356979
98010 0.00397336
99010 0.00389727
