10 1.048e-06
110 2.098e-06
210 5.081e-06
310 4.935e-06
410 1.4773e-05
510 1.53e-05
610 1.5638e-05
710 2.4995e-05
810 1.1478e-05
910 2.0476e-05
1010 4.3515e-05
1110 1.5526e-05
1210 1.749e-05
1310 8.5886e-05
1410 4.2738e-05
1510 5.8933e-05
1610 3.9307e-05
1710 7.3472e-05
1810 2.5022e-05
1910 0.000139755
2010 7.042e-05
2110 7.2904e-05
2210 4.6795e-05
2310 0.000122255
2410 4.7344e-05
2510 8.66e-05
2610 0.000142744
2710 8.2956e-05
2810 8.5131e-05
2910 5.2805e-05
3010 7.5716e-05
3110 0.000105696
3210 0.000100902
3310 5.2606e-05
3410 9.8422e-05
3510 4.8565e-05
3610 5.9218e-05
3710 0.000122961
3810 0.000148474
3910 0.0001011
4010 0.000218777
4110 0.000144155
4210 8.9723e-05
4310 0.000124758
4410 0.000253104
4510 0.000103011
4610 0.000140854
4710 0.00010907
4810 6.4665e-05
4910 0.000188783
5010 0.000125275
5110 0.000100623
5210 0.000136224
5310 6.9992e-05
5410 0.000156464
5510 0.000304369
5610 0.000154243
5710 0.000149811
5810 0.00019157
5910 8.2183e-05
6010 0.000109368
6110 0.000201104
6210 0.00014217
6310 8.4666e-05
6410 8.2953e-05
6510 0.000196998
6610 0.000181223
6710 0.000326475
6810 0.000325627
6910 0.000224441
7010 9.5744e-05
7110 0.000235938
7210 0.000226721
7310 0.000278047
7410 0.000169807
7510 0.000285234
7610 0.000158801
7710 0.00014732
7810 0.000161648
7910 0.00032722
8010 0.000251247
8110 0.00019994
8210 0.000368107
8310 0.000224829
8410 0.00018502
8510 0.00042009
8610 0.00030428
8710 0.000312483
8810 0.000360976
8910 0.000305725
9010 0.000206551
9110 0.000183
9210 0.000256333
9310 0.000368275
9410 0.000280066
9510 0.000200063
9610 0.000288669
9710 0.000408066
9810 0.000208023
9910 0.000149043
