10 4.42077e-07
1010 4.22875e-05
2010 8.47054e-05
3010 0.000127216
4010 0.000145677
5010 0.000151269
6010 0.000166657
7010 0.000193543
8010 0.000304456
9010 0.000316173
10010 0.000450725
11010 0.000366341
12010 0.000330371
13010 0.000325559
14010 0.000401666
15010 0.000537185
16010 0.000412126
17010 0.000558236
18010 0.000829488
19010 0.000796206
20010 0.000861641
21010 0.000668071
22010 0.000532317
23010 0.000465342
24010 0.000868159
25010 0.000743814
26010 0.00094822
27010 0.00104537
28010 0.00108083
29010 0.00112196
30010 0.00119844
31010 0.00127026
32010 0.00128022
33010 0.00122642
34010 0.000790376
35010 0.00127355
36010 0.00120413
37010 0.001215
38010 0.00120403
39010 0.000977653
40010 0.00144583
41010 0.00139764
42010 0.00135914
43010 0.00139384
44010 0.00136486
45010 0.000990434
46010 0.00141358
47010 0.00100923
48010 0.0015251
49010 0.00132416
50010 0.0012649
51010 0.0012384
52010 0.00123335
53010 0.00179513
54010 0.00174575
55010 0.00112967
56010 0.00167459
57010 0.00156617
58010 0.00166456
59010 0.00189361
60010 0.00174261
61010 0.00178687
62010 0.00180766
63010 0.00190318
64010 0.00176998
65010 0.00198351
66010 0.00182844
67010 0.00205168
68010 0.00212155
69010 0.00199499
70010 0.00215055
71010 0.00180073
72010 0.00212272
73010 0.00262639
74010 0.00242862
75010 0.00244844
76010 0.00228338
77010 0.00199255
78010 0.00270599
79010 0.00237776
80010 0.00142977
81010 0.000904422
82010 0.00210781
83010 0.00257374
84010 0.00250351
85010 0.00238431
86010 0.00276868
87010 0.00233871
88010 0.00261832
89010 0.00253528
90010 0.00293483
91010 0.00272465
92010 0.00236495
93010 0.00281393
94010 0.00296364
95010 0.00314246
96010 0.00321947
97010 0.00339849
98010 0.00307704
99010 0.00323301
