10 1.313e-06
110 6.7385e-05
210 0.000225882
310 0.000491776
410 0.000840037
510 0.00124726
610 0.00183255
710 0.00370972
810 0.00310972
910 0.00399385
1010 0.00503333
1110 0.00626699
1210 0.00793898
1310 0.00843427
1410 0.00957589
1510 0.0111826
1610 0.0128983
1710 0.0143954
1810 0.0170063
1910 0.0180059
2010 0.0202272
2110 0.0216183
2210 0.0235438
2310 0.0256709
2410 0.0283228
2510 0.0308949
2610 0.0335851
2710 0.0334971
2810 0.0335143
2910 0.0357405
3010 0.0376054
3110 0.0413059
3210 0.0429689
3310 0.0456073
3410 0.0503608
3510 0.0510629
3610 0.0574341
3710 0.0590137
3810 0.0588829
3910 0.0720532
4010 0.0960936
4110 0.0955271
4210 0.101189
4310 0.111896
4410 0.165607
4510 0.167027
4610 0.169936
4710 0.154064
4810 0.13476
4910 0.142971
5010 0.154368
5110 0.155086
5210 0.173991
5310 0.237432
5410 0.244904
5510 0.253319
5610 0.193384
5710 0.208887
5810 0.284999
5910 0.307976
6010 0.278064
6110 0.228229
6210 0.23338
6310 0.240604
6410 0.2422
6510 0.211939
6610 0.311016
6710 0.410105
6810 0.351658
6910 0.286268
7010 0.288685
7110 0.309671
7210 0.437879
7310 0.483921
7410 0.477909
7510 0.336084
7610 0.465427
7710 0.52351
7810 0.524407
7910 0.532344
8010 0.48864
8110 0.381638
8210 0.374637
8310 0.435562
8410 0.55238
8510 0.425661
8610 0.379461
8710 0.383103
8810 0.344884
8910 0.382547
9010 0.655904
9110 0.536221
9210 0.494278
9310 0.431163
9410 0.396976
9510 0.374068
9610 0.36279
9710 0.34404
9810 0.407058
9910 0.77879
