0 4.81e-07
100 0.00026587
200 0.000675806
300 0.00139152
400 0.0022391
500 0.00333001
600 0.00438238
700 0.00547587
800 0.00658207
900 0.00770252
1000 0.00890557
1100 0.0104336
1200 0.0113779
1300 0.0127369
1400 0.0141224
1500 0.015473
1600 0.0173859
1700 0.0185918
1800 0.0204479
1900 0.0218984
2000 0.0235765
2100 0.0238527
2200 0.0200867
2300 0.0215171
2400 0.0228496
2500 0.0241973
2600 0.0255587
2700 0.0279109
2800 0.0313066
2900 0.0311512
3000 0.0336573
3100 0.0360889
3200 0.0398669
3300 0.0407151
3400 0.0428814
3500 0.0458703
3600 0.0490708
3700 0.0512734
3800 0.0535416
3900 0.0563838
