10 4.9462e-05
110 0.000614562
210 0.00210993
310 0.00472313
410 0.00819304
510 0.0124537
610 0.0175039
710 0.0239638
810 0.0308092
910 0.0397551
1010 0.049265
1110 0.0476399
1210 0.050654
1310 0.0588031
1410 0.0692094
1510 0.0787495
1610 0.0892194
1710 0.133178
1810 0.158474
1910 0.17821
2010 0.205294
2110 0.216073
2210 0.241607
2310 0.259494
2410 0.283065
2510 0.312164
2610 0.335402
2710 0.362304
2810 0.386566
2910 0.407248
3010 0.353471
3110 0.398111
3210 0.496605
3310 0.527399
3410 0.567692
3510 0.595379
3610 0.627775
3710 0.667086
3810 0.696479
3910 0.724921
