0 6.75e-07
100 0.000369922
200 0.000599725
300 0.000915874
400 0.00128396
500 0.0016388
600 0.00207655
700 0.00241911
800 0.00284752
900 0.00330963
1000 0.00371523
1100 0.00420636
1200 0.00461105
1300 0.0050696
1400 0.00542233
1500 0.00579989
1600 0.00641247
1700 0.00701258
1800 0.00719211
1900 0.00763925
2000 0.00815063
2100 0.00858807
2200 0.00931071
2300 0.00978135
2400 0.010277
2500 0.0109356
2600 0.0117618
2700 0.0123766
2800 0.0132368
2900 0.013719
3000 0.0143466
3100 0.0151498
3200 0.0158407
3300 0.016245
3400 0.0139206
3500 0.0127378
3600 0.0136437
3700 0.0140601
3800 0.0147096
3900 0.0152975
