0 2.549e-06
100 0.000388442
200 0.000618071
300 0.000855842
400 0.00114894
500 0.00142626
600 0.00172778
700 0.00191616
800 0.00220979
900 0.00242658
1000 0.0027215
1100 0.00296689
1200 0.00319049
1300 0.00345356
1400 0.00378367
1500 0.00395331
1600 0.00453
1700 0.00452514
1800 0.00480875
1900 0.00503562
2000 0.005399
2100 0.00556852
2200 0.00587249
2300 0.0061594
2400 0.00640652
2500 0.00663315
2600 0.00693858
2700 0.00719464
2800 0.00751416
2900 0.00780496
3000 0.00814066
3100 0.00884587
3200 0.00873884
3300 0.00914665
3400 0.00931394
3500 0.00962887
3600 0.00995648
3700 0.0102792
3800 0.0105542
3900 0.0109261
